360448;1584
360449;1278
360450;1220
360451;1048
360452;1001
360453;1595
360454;1929
360455;1227
360456;1018
360457;1024
360458;1109
360459;1835
360460;1006
360461;1059
360462;1064
360463;1135
360464;1066
360465;1142
360466;1315
360467;1520
360468;1401
360469;1410
360470;1090
360471;1016
360472;1192
360473;1163
360474;1992
360475;1144
360476;1317
360477;1006
360478;1062
360479;1025
360480;1946
360481;1233
360482;1136
360483;1088
360484;1096
360485;1078
360486;1557
360487;1050
360488;1024
360489;1033
360490;1019
360491;1206
360492;1056
360493;1077
360494;1016
360495;1019
360496;1132
360497;1046
360498;1063
360499;1141
360500;1050
360501;1029
360502;1085
360503;1138
360504;1081
360505;1023
360506;1025
360507;1090
360508;1248
360509;1042
360510;1209
360511;1118
360512;1144
360513;1066
360514;1074
360515;1232
360516;1062
360517;1057
360518;1022
360519;1378
360520;238
360521;246
360522;1089
360523;1070
360524;1272
360525;1013
360526;1982
360527;1883
360528;1013
360529;1880
360530;1060
360531;826
360532;1929
360533;1015
360534;1066
360535;1213
360536;1124
360537;1004
360538;1199
360539;1081
360540;1795
360541;1883
360542;1672
360543;1968
360544;1200
360545;1124
360546;1018
360547;1168
360548;1112
360549;1408
360550;1453
360551;1170
360552;1026
360553;606
360554;1035
360555;1035
360556;1106
360557;1259
360558;1936
360559;920
360560;1068
360561;1010
360562;1067
360563;1260
360564;1043
360565;712
360566;1818
360567;1277
360568;1491
360569;1001
360570;1190
360571;1045
360572;1650
360573;1081
360574;1178
360575;1075
360576;1099
360577;837
360578;1054
360579;1981
360580;1561
360581;1124
360582;1363
360583;1196
360584;1037
360585;1171
360586;1148
360587;1126
360588;1080
360589;1098
360590;1840
360591;1023
360592;1419
360593;1881
360594;1520
360595;1064
360596;1098
360597;1400
360598;1099
360599;1264
360600;1151
360601;1011
360602;1181
360603;1063
360604;1674
360605;1279
360606;1862
360607;1144
360608;1078
360609;1271
360610;1006
360611;1880
360612;1965
360613;1372
360614;1151
360615;1343
360616;1853
360617;1098
360618;1082
360619;1009
360620;1265
360621;1003
360622;1073
360623;1011
360624;1027
360625;1299
360626;1188
360627;1140
360628;1640
360629;1102
360630;1966
360631;1482
360632;1791
360633;1003
360634;1153
360635;1028
360636;1936
360637;1013
360638;1013
360639;1000
360640;1131
360641;1129
360642;1269
360643;1932
360644;1033
360645;1878
360646;1026
360647;1916
360648;1138
360649;1240
360650;1019
360651;1477
360652;1069
360653;1196
360654;1256
360655;1862
360656;1118
360657;1001
360658;1070
360659;1029
360660;1894
360661;1185
360662;1042
360663;1131
360664;1082
360665;1070
360666;1129
360667;1278
360668;1072
360669;1046
360670;1084
360671;1065
360672;1037
360673;1297
360674;1293
360675;1036
360676;1761
360677;1478
360678;1019
360679;1388
360680;1956
360681;1175
360682;1065
360683;1091
360684;1831
360685;1130
360686;1125
360687;1013
360688;1025
360689;1012
360690;1139
360691;1017
360692;1740
360693;1126
360694;1931
360695;1064
360696;1042
360697;1110
360698;1944
360699;1224
360700;1189
360701;1189
360702;1961
360703;1262
360704;1578
360705;1120
360706;1020
360707;1214
360708;1119
360709;1496
360710;1570
360711;1249
360712;1040
360713;1007
360714;1046
360715;1209
360716;1224
360717;1092
360718;1015
360719;1105
360720;1119
360721;1426
360722;1911
360723;1072
360724;1076
360725;1011
360726;999
360727;1872
360728;1180
360729;1315
360730;1345
360731;1877
360732;1869
360733;1012
360734;1828
360735;1257
360736;1116
360737;1055
360738;1012
360739;1026
360740;1866
360741;1099
360742;1105
360743;1029
360744;180
360745;1253
360746;1041
360747;1076
360748;1211
360749;1893
360750;1002
360751;1075
360752;1946
360753;1145
360754;1005
360755;1192
360756;1119
360757;1129
360758;1077
360759;1086
360760;1048
360761;1071
360762;1002
360763;1121
360764;1062
360765;1107
360766;1069
360767;1005
360768;1013
356596;1115
356597;2461
356598;1400
356599;3072
356600;1038
356601;11849
356602;1599
356603;1097
356604;1100
356605;3132
356606;4269
356607;1257
356608;1471
356609;3168
356610;1127
356611;3500
356612;1039
356613;2855
356614;1307
356615;1565
356616;1227
356617;1043
356618;1388
356619;1071
356620;1072
356621;1122
356622;1036
356623;1706
356624;1138
356625;1217
356626;1623
356627;1316
356628;18887
356629;1003
356630;1701
356631;5433
356632;1871
356633;1139
356634;6399
356635;1084
356636;41213
356637;19871
356638;1044
356639;3081
356640;68295
356641;1971
356642;1245
356643;3097
356644;1314
356645;1286
356646;2440
356647;1137
356648;1493
356649;2057
356650;1283
356651;5537
356652;1486
356653;13463
356654;25217
356655;65365
356656;1018
356657;1736
356658;1204
356659;1069
356660;1174
356661;1094
356662;2136
356663;2507
356664;1508
356665;1088
356666;29144
356667;1310
356668;1402
356669;4234
356670;24469
356671;20993
356672;1071
356673;1249
356674;1024
356675;20729
356676;1199
356677;1389
356678;1341
356679;34621
356680;27438
356681;1105
356682;1141
356683;1978
356684;32873
356685;2936
356686;1576
356687;9637
356688;1022
356689;1184
356690;1150
356691;1500
356692;1208
356693;1262
356694;1140
356695;1088
356696;33308
356697;1949
356698;1844
356699;1568
356700;8961
356701;15836
356702;1278
356703;1104
356704;1206
356705;1560
356706;19511
356707;11051
356708;1091
356709;1493
356710;1105
356711;1631
356712;21521
356713;1280
356714;1127
356715;72147
356716;1100
356717;1047
356718;1257
356719;1270
356720;1327
356721;15241
356722;4697
356723;1035
356724;7255
356725;1153
356726;1011
356727;1618
356728;1005
356729;6033
356730;1427
356731;1484
356732;10820
356733;1048
356734;5856
356735;1086
356736;1420
356737;1304
356738;3503
356739;1391
356740;1189
356741;1073
356742;1211
356743;5753
356744;33708
356745;2188
356746;1098
356747;1067
356748;3291
356749;1063
356750;39316
356751;9177
356752;1176
356753;1831
356754;1018
356755;1068
356756;1091
356757;35329
356758;27035
356759;2614
356760;1508
356761;1328
356762;5452
356763;1515
356764;1065
356765;1136
356766;1424
356767;44768
356768;2407
356769;3765
356770;1197
356771;2034
356772;1186
356773;1803
356774;1211
356775;1015
356776;17636
356777;3066
356778;1271
356779;1782
356780;2345
356781;1486
356782;1082
356783;1094
356784;10486
356785;1026
356786;11724
356787;1157
356788;1080
356789;1420
356790;1003
356791;1024
356792;1118
356793;1170
356794;1277
356795;1001
356796;1116
356797;1425
356798;1306
356799;1077
356800;11187
356801;35172
356802;1140
356803;3590
356804;1312
356805;13256
356806;1019
356807;1362
356808;2697
356809;1126
356810;1361
356811;3492
356812;1440
356813;2887
356814;38924
356815;1004
356816;1592
356817;1861
356818;1726
356819;3372
356820;1001
356821;1072
356822;1005
356823;1082
356824;1235
356825;1424
356826;1158
356827;23486
356828;36751
356829;4153
356830;1155
356831;1300
356832;1838
356833;1002
356834;1035
356835;1242
356836;27246
356837;1499
356838;6281
356839;1036
356840;11806
356841;2311
356842;1149
356843;1432
356844;1048
356845;16227
356846;1417
356847;1127
356848;1026
356849;1015
356850;67949
356851;10055
356852;1165
356853;1046
356854;1252
356855;1560
356856;1215
356857;2280
356858;1513
356859;1821
356860;1054
356861;1262
356862;1107
356863;2512
356864;7548
356865;39660
356866;1082
356867;1131
356868;1076
356869;3534
356870;1998
356871;1580
356872;1434
356873;2178
356874;1370
356875;4233
356876;3449
356877;1238
356878;1071
356879;1285
356880;1397
356881;1318
356882;1075
356883;8851
356884;1043
356885;1289
356886;1064
356887;1191
356888;7835
356889;1059
356890;1321
356891;2169
356892;8157
356893;1408
356894;1142
356895;3266
356896;2025
356897;2698
356898;1059
356899;1084
356900;1173
356901;7481
356902;1230
356903;1094
356904;1101
356905;1311
356906;1181
356907;1000
356908;1182
356909;1327
356910;2059
356911;1000
356912;1058
356913;1028
356914;1202
356915;1011
356916;1055
356917;1311
356918;1127
356919;1199
356920;1185
356921;1095
356922;1049
356923;2214
356924;1628
356925;46205
356926;1147
356927;9065
356928;10982
356929;2541
356930;1134
356931;1198
356932;2813
356933;1066
356934;6141
356935;1350
356936;2219
356937;1085
356938;1435
356939;1608
356940;2090
356941;1507
356942;1218
356943;1475
356944;1238
356945;10418
356946;22971
356947;1024
356948;1376
356949;1331
356950;16480
356951;1612
356952;1699
356953;1594
356954;1205
356955;8146
356956;24157
356957;1737
356958;1224
356959;12401
356960;1271
356961;1215
356962;1129
356963;1061
356964;1617
356965;1022
356966;1034
356967;1234
356968;4860
356969;2085
356970;1508
356971;1146
356972;1087
356973;70632
356974;1188
356975;3756
356976;1036
356977;2251
356978;2217
356979;2491
356980;1045
356981;1950
356982;1937
356983;1283
356984;1050
356985;1024
356986;4431
356987;44687
356988;1138
356989;1102
356990;1429
356991;1959
356992;1123
356993;1021
356994;1263
356995;1190
356996;1151
356997;1053
356998;1258
356999;1008
357000;5244
357001;1081
357002;28303
357003;1332
357004;1038
357005;1385
357006;1001
357007;1202
357008;1056
357009;1526
357010;1352
357011;1146
357012;3457
357013;1429
357014;1978
357015;1273
357016;1905
357017;1051
357018;1404
357019;14847
357020;1161
357021;1703
357022;3354
357023;1014
357024;1005
357025;1161
357026;1164
357027;1157
357028;3153
357029;45489
357030;1051
357031;1819
357032;15171
357033;1181
357034;1046
357035;1078
357036;1168
357037;1329
357038;3717
357039;1172
357040;1520
357041;6879
357042;4033
357043;1407
357044;1074
357045;1548
357046;1006
357047;1226
357048;1113
357049;1445
357050;1179
357051;1262
357052;2050
357053;2079
357054;1078
357055;3537
357056;2084
357057;1594
357058;1091
357059;1238
357060;1418
357061;1098
357062;1142
357063;3090
357064;1028
357065;25432
357066;2276
357067;1121
357068;1722
357069;1379
357070;1768
357071;1032
357072;1178
357073;1165
357074;1199
357075;8246
357076;1069
357077;2896
357078;4469
357079;1208
357080;12013
357081;6843
357082;1538
357083;1023
357084;1065
357085;2185
357086;13810
357087;1689
357088;1906
357089;1098
357090;1642
357091;1093
357092;1279
357093;1134
357094;1093
357095;1103
357096;2004
357097;1323
357098;1088
357099;5451
357100;1001
357101;1195
357102;1567
357103;1154
357104;2294
357105;1410
357106;4427
357107;1401
357108;1100
357109;1126
357110;1000
357111;1018
357112;1355
357113;1158
357114;1592
357115;1154
357116;15438
357117;2904
357118;14518
357119;1471
357120;1209
357121;1132
357122;1395
357123;1322
357124;1538
357125;1701
357126;1041
357127;1155
357128;1227
357129;1208
357130;1036
357131;1294
357132;1763
357133;1973
357134;1474
357135;1236
357136;1243
357137;1389
357138;1604
357139;2129
357140;1196
357141;1133
357142;1063
357143;1060
357144;1107
357145;1049
357146;1138
357147;1127
357148;1014
357149;1368
357150;1141
357151;1354
357152;1164
357153;1118
357154;1411
357155;1157
357156;1090
357157;2742
357158;1266
357159;14589
357160;1080
357161;1093
357162;2737
357163;1094
357164;1058
357165;1242
357166;1306
357167;1527
357168;1201
357169;1039
357170;1023
357171;1057
357172;1624
357173;1179
357174;1106
357175;1178
357176;1274
357177;1117
357178;1091
357179;1328
357180;42541
357181;2089
357182;1339
357183;1483
357184;1255
357185;1341
357186;1248
357187;1531
357188;4585
357189;1363
357190;17717
357191;11388
357192;1093
357193;1275
357194;1064
357195;1123
357196;4195
357197;1242
357198;1303
357199;1364
357200;1554
357201;1785
357202;1192
357203;1170
357204;1119
357205;1201
357206;4077
357207;1504
357208;1279
357209;1089
357210;1061
357211;1014
357212;1129
357213;1096
357214;37712
357215;1047
357216;1132
357217;4069
357218;1161
357219;1175
357220;1220
357221;1008
357222;1039
357223;3053
357224;1019
357225;1092
357226;4121
357227;4048
357228;12601
357229;2576
357230;1179
357231;1023
357232;1361
357233;1390
357234;1616
357235;1213
357236;4366
357237;1319
357238;1224
357239;1338
357240;1357
357241;1260
357242;2416
357243;1009
357244;1003
357245;4222
357246;1202
357247;1203
357248;2078
357249;1212
